policy,module_name,shard_id,projection_id,block_id,projection_name,execution_index,tile_id,tier_start,tiers_used,used_rows,used_cols,weights_in_shard,group_total_weights,module_num_weights,shard_weight,sensitivity_score,shard_importance,utilization
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r42c1,embedding/token_embedding,embedding,token_embedding,-100,21,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r43c0,embedding/token_embedding,embedding,token_embedding,-100,22,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r43c1,embedding/token_embedding,embedding,token_embedding,-100,23,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r44c0,embedding/token_embedding,embedding,token_embedding,-100,24,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r44c1,embedding/token_embedding,embedding,token_embedding,-100,25,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r45c0,embedding/token_embedding,embedding,token_embedding,-100,26,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r45c1,embedding/token_embedding,embedding,token_embedding,-100,27,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r46c0,embedding/token_embedding,embedding,token_embedding,-100,28,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r46c1,embedding/token_embedding,embedding,token_embedding,-100,29,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r47c0,embedding/token_embedding,embedding,token_embedding,-100,30,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r47c1,embedding/token_embedding,embedding,token_embedding,-100,31,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r48c0,embedding/token_embedding,embedding,token_embedding,-100,32,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r48c1,embedding/token_embedding,embedding,token_embedding,-100,33,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r49c0,embedding/token_embedding,embedding,token_embedding,-100,34,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r49c1,embedding/token_embedding,embedding,token_embedding,-100,35,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r50c0,embedding/token_embedding,embedding,token_embedding,-100,36,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r50c1,embedding/token_embedding,embedding,token_embedding,-100,37,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r51c0,embedding/token_embedding,embedding,token_embedding,-100,38,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r51c1,embedding/token_embedding,embedding,token_embedding,-100,39,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r52c0,embedding/token_embedding,embedding,token_embedding,-100,40,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r52c1,embedding/token_embedding,embedding,token_embedding,-100,41,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r53c0,embedding/token_embedding,embedding,token_embedding,-100,42,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r53c1,embedding/token_embedding,embedding,token_embedding,-100,43,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r54c0,embedding/token_embedding,embedding,token_embedding,-100,44,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r54c1,embedding/token_embedding,embedding,token_embedding,-100,45,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r55c0,embedding/token_embedding,embedding,token_embedding,-100,46,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r55c1,embedding/token_embedding,embedding,token_embedding,-100,47,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r56c0,embedding/token_embedding,embedding,token_embedding,-100,48,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r56c1,embedding/token_embedding,embedding,token_embedding,-100,49,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r57c0,embedding/token_embedding,embedding,token_embedding,-100,50,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r57c1,embedding/token_embedding,embedding,token_embedding,-100,51,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r58c0,embedding/token_embedding,embedding,token_embedding,-100,52,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r58c1,embedding/token_embedding,embedding,token_embedding,-100,53,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r59c0,embedding/token_embedding,embedding,token_embedding,-100,54,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r59c1,embedding/token_embedding,embedding,token_embedding,-100,55,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r60c0,embedding/token_embedding,embedding,token_embedding,-100,56,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r60c1,embedding/token_embedding,embedding,token_embedding,-100,57,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
